time,kv,kR,kOmega
2.910000000000000142e+00,5.928491950035095215e-01,1.841811090707778931e-01,4.516456648707389832e-02
2.919999999999999929e+00,5.931060314178466797e-01,1.844770908355712891e-01,4.501083120703697205e-02
2.930000000000000160e+00,5.885442495346069336e-01,1.832070052623748779e-01,4.526237025856971741e-02
2.939999999999999947e+00,5.891967415809631348e-01,1.835894733667373657e-01,4.506802186369895935e-02
2.950000000000000178e+00,5.844307541847229004e-01,1.822216659784317017e-01,4.529429227113723755e-02
2.959999999999999964e+00,5.853469967842102051e-01,1.825195252895355225e-01,4.513580352067947388e-02
2.970000000000000195e+00,5.806550979614257812e-01,1.810754388570785522e-01,4.533298686146736145e-02
2.979999999999999982e+00,5.819080471992492676e-01,1.813071817159652710e-01,4.520355165004730225e-02
2.990000000000000213e+00,5.774222612380981445e-01,1.797882765531539917e-01,4.539417847990989685e-02
3.000000000000000000e+00,5.797375440597534180e-01,1.800891011953353882e-01,4.516080394387245178e-02
3.010000000000000231e+00,5.758527517318725586e-01,1.785720586776733398e-01,4.531471058726310730e-02
3.020000000000000018e+00,5.774650573730468750e-01,1.787732541561126709e-01,4.513121768832206726e-02
3.030000000000000249e+00,5.738351345062255859e-01,1.772529780864715576e-01,4.529176279902458191e-02
3.040000000000000036e+00,5.755161046981811523e-01,1.776114851236343384e-01,4.517701640725135803e-02
3.050000000000000266e+00,5.731058120727539062e-01,1.765000224113464355e-01,4.534515738487243652e-02
3.060000000000000053e+00,5.742190480232238770e-01,1.768351793289184570e-01,4.528200253844261169e-02
3.070000000000000284e+00,5.723010301589965820e-01,1.757171750068664551e-01,4.542539641261100769e-02
3.080000000000000071e+00,5.737069845199584961e-01,1.760242432355880737e-01,4.535593837499618530e-02
3.089999999999999858e+00,5.726573467254638672e-01,1.751146167516708374e-01,4.551703482866287231e-02
3.100000000000000089e+00,5.744289159774780273e-01,1.757209599018096924e-01,4.550274834036827087e-02
3.109999999999999876e+00,5.738938450813293457e-01,1.750448048114776611e-01,4.570485278964042664e-02
3.120000000000000107e+00,5.753078460693359375e-01,1.756038367748260498e-01,4.571802541613578796e-02
3.129999999999999893e+00,5.753383636474609375e-01,1.751291155815124512e-01,4.599314555525779724e-02
3.140000000000000124e+00,5.777767896652221680e-01,1.757534146308898926e-01,4.596792533993721008e-02
3.149999999999999911e+00,5.789554715156555176e-01,1.755082309246063232e-01,4.624777659773826599e-02
3.160000000000000142e+00,5.815829634666442871e-01,1.760615110397338867e-01,4.625766351819038391e-02
3.169999999999999929e+00,5.835270881652832031e-01,1.759463250637054443e-01,4.653593525290489197e-02
3.180000000000000160e+00,5.868073105812072754e-01,1.764472723007202148e-01,4.653966426849365234e-02
3.189999999999999947e+00,5.902823805809020996e-01,1.764252781867980957e-01,4.693106934428215027e-02
3.200000000000000178e+00,5.933747291564941406e-01,1.767900139093399048e-01,4.699839279055595398e-02
3.209999999999999964e+00,5.961170792579650879e-01,1.767118573188781738e-01,4.742857813835144043e-02
3.220000000000000195e+00,5.983363986015319824e-01,1.769601106643676758e-01,4.750359058380126953e-02
3.229999999999999982e+00,6.010993719100952148e-01,1.768634915351867676e-01,4.792589694261550903e-02
3.240000000000000213e+00,6.027925610542297363e-01,1.768940389156341553e-01,4.802316427230834961e-02
3.250000000000000000e+00,6.051119565963745117e-01,1.767859011888504028e-01,4.842262342572212219e-02
3.260000000000000231e+00,6.057004928588867188e-01,1.766361892223358154e-01,4.849601536989212036e-02
3.270000000000000018e+00,6.072812080383300781e-01,1.764884591102600098e-01,4.884738475084304810e-02
3.280000000000000249e+00,6.073741316795349121e-01,1.762454360723495483e-01,4.888985678553581238e-02
3.290000000000000036e+00,6.082086563110351562e-01,1.759471893310546875e-01,4.926043748855590820e-02
3.300000000000000266e+00,6.080908775329589844e-01,1.756434142589569092e-01,4.940674453973770142e-02
3.310000000000000053e+00,6.087828874588012695e-01,1.755524873733520508e-01,4.983055591583251953e-02
3.320000000000000284e+00,6.086944341659545898e-01,1.754814684391021729e-01,5.002508312463760376e-02
3.330000000000000071e+00,6.090664863586425781e-01,1.755499839782714844e-01,5.047666653990745544e-02
3.339999999999999858e+00,6.080232262611389160e-01,1.753936260938644409e-01,5.070266872644424438e-02
3.350000000000000089e+00,6.084743738174438477e-01,1.756745576858520508e-01,5.105426535010337830e-02
3.359999999999999876e+00,6.070576906204223633e-01,1.754656881093978882e-01,5.126094818115234375e-02
3.370000000000000107e+00,6.067684888839721680e-01,1.755053102970123291e-01,5.164160206913948059e-02
3.379999999999999893e+00,6.049920916557312012e-01,1.753530353307723999e-01,5.188439413905143738e-02
3.390000000000000124e+00,6.043143272399902344e-01,1.753250509500503540e-01,5.227633938193321228e-02
3.399999999999999911e+00,6.027593612670898438e-01,1.752582937479019165e-01,5.252687260508537292e-02
3.410000000000000142e+00,6.020157337188720703e-01,1.752421855926513672e-01,5.291826650500297546e-02
3.419999999999999929e+00,6.005128622055053711e-01,1.752106547355651855e-01,5.315270647406578064e-02
3.430000000000000160e+00,5.999960303306579590e-01,1.752461194992065430e-01,5.343262478709220886e-02
3.439999999999999947e+00,5.991636514663696289e-01,1.755506694316864014e-01,5.357944592833518982e-02
3.450000000000000178e+00,5.984709262847900391e-01,1.756889373064041138e-01,5.382193252444267273e-02
3.459999999999999964e+00,5.986359119415283203e-01,1.764223873615264893e-01,5.394567176699638367e-02
3.470000000000000195e+00,5.986649990081787109e-01,1.767328679561614990e-01,5.406883358955383301e-02
3.479999999999999982e+00,5.998347997665405273e-01,1.777141094207763672e-01,5.413840338587760925e-02
3.490000000000000213e+00,5.996801853179931641e-01,1.779731214046478271e-01,5.426714941859245300e-02
3.500000000000000000e+00,6.010100245475769043e-01,1.788164973258972168e-01,5.446170642971992493e-02
3.510000000000000231e+00,6.010781526565551758e-01,1.789752244949340820e-01,5.458630248904228210e-02
3.520000000000000018e+00,6.022323369979858398e-01,1.796975433826446533e-01,5.477692559361457825e-02
3.530000000000000249e+00,6.022065877914428711e-01,1.798457354307174683e-01,5.486994609236717224e-02
3.540000000000000036e+00,6.036232113838195801e-01,1.806052029132843018e-01,5.504501983523368835e-02
3.550000000000000266e+00,6.032613515853881836e-01,1.806406527757644653e-01,5.512906238436698914e-02
3.560000000000000053e+00,6.048720479011535645e-01,1.813306808471679688e-01,5.533869192004203796e-02
3.570000000000000284e+00,6.046227812767028809e-01,1.813404709100723267e-01,5.538867786526679993e-02
3.580000000000000071e+00,6.068868637084960938e-01,1.821394562721252441e-01,5.557109043002128601e-02
3.589999999999999858e+00,6.065837144851684570e-01,1.821235418319702148e-01,5.558085441589355469e-02
3.600000000000000089e+00,6.088299155235290527e-01,1.828985810279846191e-01,5.576128512620925903e-02
3.609999999999999876e+00,6.083678603172302246e-01,1.828283071517944336e-01,5.574200302362442017e-02
3.620000000000000107e+00,6.105394959449768066e-01,1.835355460643768311e-01,5.592967942357063293e-02
3.629999999999999893e+00,6.100451350212097168e-01,1.834232658147811890e-01,5.586780235171318054e-02
3.640000000000000124e+00,6.123827695846557617e-01,1.840883642435073853e-01,5.604555830359458923e-02
3.649999999999999911e+00,6.118068099021911621e-01,1.839481741189956665e-01,5.594820529222488403e-02
3.660000000000000142e+00,6.140325665473937988e-01,1.845913231372833252e-01,5.612720921635627747e-02
3.669999999999999929e+00,6.131728291511535645e-01,1.843895018100738525e-01,5.598782375454902649e-02
3.680000000000000160e+00,6.150597333908081055e-01,1.849474608898162842e-01,5.613782629370689392e-02
3.689999999999999947e+00,6.138707995414733887e-01,1.846757829189300537e-01,5.596552416682243347e-02
3.700000000000000178e+00,6.156156063079833984e-01,1.852236390113830566e-01,5.611179023981094360e-02
3.709999999999999964e+00,6.141511797904968262e-01,1.849009692668914795e-01,5.590605735778808594e-02
3.720000000000000195e+00,6.157436370849609375e-01,1.853905320167541504e-01,5.603763088583946228e-02
3.729999999999999982e+00,6.139614582061767578e-01,1.850110739469528198e-01,5.579942464828491211e-02
3.740000000000000213e+00,6.153722405433654785e-01,1.854556202888488770e-01,5.593347549438476562e-02
3.750000000000000000e+00,6.134468913078308105e-01,1.850780993700027466e-01,5.564755201339721680e-02
3.760000000000000231e+00,6.146945953369140625e-01,1.854811459779739380e-01,5.578237771987915039e-02
3.770000000000000018e+00,6.124979257583618164e-01,1.850897967815399170e-01,5.545056611299514771e-02
3.780000000000000249e+00,6.136400699615478516e-01,1.854633092880249023e-01,5.558481812477111816e-02
3.790000000000000036e+00,6.112146377563476562e-01,1.850335896015167236e-01,5.521841719746589661e-02
3.800000000000000266e+00,6.123610138893127441e-01,1.853669881820678711e-01,5.534661933779716492e-02
3.810000000000000053e+00,6.097134351730346680e-01,1.848874092102050781e-01,5.494996532797813416e-02
3.820000000000000284e+00,6.108023524284362793e-01,1.851804554462432861e-01,5.508370324969291687e-02
3.830000000000000071e+00,6.079058051109313965e-01,1.846360266208648682e-01,5.465420708060264587e-02
3.839999999999999858e+00,6.089406609535217285e-01,1.848821938037872314e-01,5.477971583604812622e-02
3.850000000000000089e+00,6.058726906776428223e-01,1.842648088932037354e-01,5.433467030525207520e-02
3.859999999999999876e+00,6.067463755607604980e-01,1.844517439603805542e-01,5.448175221681594849e-02
3.870000000000000107e+00,6.034024357795715332e-01,1.837553977966308594e-01,5.400800332427024841e-02
3.879999999999999893e+00,6.042307019233703613e-01,1.838883459568023682e-01,5.417034775018692017e-02
3.890000000000000124e+00,6.006354689598083496e-01,1.830759346485137939e-01,5.367595702409744263e-02
3.899999999999999911e+00,6.013736724853515625e-01,1.831341683864593506e-01,5.386532470583915710e-02
3.910000000000000142e+00,5.974490046501159668e-01,1.822566986083984375e-01,5.331109091639518738e-02
3.919999999999999929e+00,5.982984304428100586e-01,1.822790354490280151e-01,5.352235585451126099e-02
3.930000000000000160e+00,5.942430496215820312e-01,1.813391298055648804e-01,5.292686820030212402e-02
3.939999999999999947e+00,5.951020717620849609e-01,1.812763810157775879e-01,5.316538363695144653e-02
3.950000000000000178e+00,5.911781787872314453e-01,1.803282946348190308e-01,5.258239433169364929e-02
3.959999999999999964e+00,5.921221375465393066e-01,1.801855117082595825e-01,5.284300073981285095e-02
3.970000000000000195e+00,5.883544087409973145e-01,1.792119443416595459e-01,5.224336311221122742e-02
3.979999999999999982e+00,5.895552039146423340e-01,1.790383905172348022e-01,5.251230672001838684e-02
3.990000000000000213e+00,5.869095921516418457e-01,1.781082749366760254e-01,5.192209407687187195e-02
4.000000000000000000e+00,5.891287326812744141e-01,1.780004054307937622e-01,5.219857767224311829e-02
4.009999999999999787e+00,5.873856544494628906e-01,1.771288663148880005e-01,5.166496708989143372e-02
4.020000000000000462e+00,5.896393656730651855e-01,1.769654750823974609e-01,5.204721912741661072e-02
4.030000000000000249e+00,5.874755978584289551e-01,1.761369407176971436e-01,5.160983279347419739e-02
4.040000000000000036e+00,5.894801020622253418e-01,1.759210675954818726e-01,5.210236459970474243e-02
4.049999999999999822e+00,5.879449844360351562e-01,1.752700954675674438e-01,5.165934562683105469e-02
4.060000000000000497e+00,5.901236534118652344e-01,1.751456558704376221e-01,5.222536250948905945e-02
4.070000000000000284e+00,5.881780982017517090e-01,1.746225953102111816e-01,5.180894955992698669e-02
4.080000000000000071e+00,5.908213257789611816e-01,1.747631579637527466e-01,5.242759734392166138e-02
4.089999999999999858e+00,5.899290442466735840e-01,1.745159178972244263e-01,5.213901028037071228e-02
4.099999999999999645e+00,5.940420627593994141e-01,1.751198023557662964e-01,5.265036970376968384e-02
4.110000000000000320e+00,5.938803553581237793e-01,1.750259399414062500e-01,5.231549963355064392e-02
4.120000000000000107e+00,5.976789593696594238e-01,1.756853610277175903e-01,5.279491096735000610e-02
4.129999999999999893e+00,5.976042747497558594e-01,1.756689995527267456e-01,5.246025323867797852e-02
4.139999999999999680e+00,6.009660363197326660e-01,1.763558387756347656e-01,5.297043547034263611e-02
4.150000000000000355e+00,6.012480258941650391e-01,1.764324009418487549e-01,5.258209630846977234e-02
4.160000000000000142e+00,6.044033169746398926e-01,1.771299540996551514e-01,5.306868627667427063e-02
4.169999999999999929e+00,6.044043898582458496e-01,1.771317273378372192e-01,5.266919732093811035e-02
4.179999999999999716e+00,6.073401570320129395e-01,1.777857393026351929e-01,5.312451720237731934e-02
4.190000000000000391e+00,6.069715619087219238e-01,1.777647882699966431e-01,5.267867073416709900e-02
4.200000000000000178e+00,6.092473864555358887e-01,1.783199608325958252e-01,5.310632660984992981e-02
4.209999999999999964e+00,6.085079908370971680e-01,1.782624274492263794e-01,5.262640863656997681e-02
4.219999999999999751e+00,6.101951003074645996e-01,1.787026673555374146e-01,5.302938818931579590e-02
4.230000000000000426e+00,6.088750958442687988e-01,1.786249130964279175e-01,5.255555734038352966e-02
4.240000000000000213e+00,6.101543903350830078e-01,1.789474636316299438e-01,5.293600633740425110e-02
4.250000000000000000e+00,6.081320047378540039e-01,1.787971556186676025e-01,5.247182771563529968e-02
4.259999999999999787e+00,6.089481711387634277e-01,1.790218651294708252e-01,5.284908041357994080e-02
4.270000000000000462e+00,6.066476106643676758e-01,1.788507550954818726e-01,5.236363038420677185e-02
4.280000000000000249e+00,6.071004271507263184e-01,1.789783090353012085e-01,5.275561287999153137e-02
4.290000000000000036e+00,6.044467687606811523e-01,1.788699775934219360e-01,5.220699310302734375e-02
4.299999999999999822e+00,6.047959923744201660e-01,1.789088696241378784e-01,5.262974649667739868e-02
4.310000000000000497e+00,6.016280055046081543e-01,1.788270771503448486e-01,5.204771831631660461e-02
4.320000000000000284e+00,6.018596887588500977e-01,1.787987798452377319e-01,5.248355492949485779e-02
4.330000000000000071e+00,5.982714891433715820e-01,1.787261217832565308e-01,5.190974101424217224e-02
4.339999999999999858e+00,5.984581708908081055e-01,1.786665767431259155e-01,5.235561355948448181e-02
4.350000000000000533e+00,5.946366190910339355e-01,1.785614043474197388e-01,5.178370699286460876e-02
4.360000000000000320e+00,5.947402715682983398e-01,1.784559786319732666e-01,5.224854871630668640e-02
4.370000000000000107e+00,5.905078649520874023e-01,1.783097237348556519e-01,5.165019258856773376e-02
4.379999999999999893e+00,5.908060669898986816e-01,1.781493723392486572e-01,5.215993151068687439e-02
4.389999999999999680e+00,5.865249037742614746e-01,1.780275404453277588e-01,5.153286457061767578e-02
4.400000000000000355e+00,5.867920517921447754e-01,1.777803450822830200e-01,5.209171772003173828e-02
4.410000000000000142e+00,5.825707912445068359e-01,1.776777356863021851e-01,5.144673213362693787e-02
4.419999999999999929e+00,5.829224586486816406e-01,1.773699820041656494e-01,5.204581096768379211e-02
4.429999999999999716e+00,5.785807967185974121e-01,1.772269308567047119e-01,5.138616636395454407e-02
4.440000000000000391e+00,5.792100429534912109e-01,1.769194751977920532e-01,5.202972888946533203e-02
4.450000000000000178e+00,5.749255418777465820e-01,1.767718642950057983e-01,5.136210843920707703e-02
4.459999999999999964e+00,5.756682753562927246e-01,1.764136105775833130e-01,5.203249678015708923e-02
4.469999999999999751e+00,5.714148283004760742e-01,1.762425750494003296e-01,5.135775730013847351e-02
4.480000000000000426e+00,5.724416971206665039e-01,1.758565902709960938e-01,5.204316973686218262e-02
4.490000000000000213e+00,5.681051611900329590e-01,1.756428480148315430e-01,5.136359483003616333e-02
4.500000000000000000e+00,5.691355466842651367e-01,1.751843094825744629e-01,5.209017917513847351e-02
4.509999999999999787e+00,5.645917654037475586e-01,1.749487817287445068e-01,5.139221623539924622e-02
4.520000000000000462e+00,5.658482313156127930e-01,1.744918674230575562e-01,5.214479193091392517e-02
4.530000000000000249e+00,5.620640516281127930e-01,1.743232011795043945e-01,5.143594741821289062e-02
4.540000000000000036e+00,5.635837316513061523e-01,1.740210950374603271e-01,5.219684913754463196e-02
4.549999999999999822e+00,5.604476928710937500e-01,1.738465428352355957e-01,5.147911980748176575e-02
4.560000000000000497e+00,5.623973011970520020e-01,1.736274361610412598e-01,5.222213268280029297e-02
4.570000000000000284e+00,5.600165128707885742e-01,1.734900921583175659e-01,5.147095397114753723e-02
4.580000000000000071e+00,5.621452331542968750e-01,1.733562052249908447e-01,5.223253369331359863e-02
4.589999999999999858e+00,5.607382655143737793e-01,1.733569353818893433e-01,5.143681913614273071e-02
4.600000000000000533e+00,5.644007921218872070e-01,1.736423224210739136e-01,5.210876092314720154e-02
4.610000000000000320e+00,5.638719201087951660e-01,1.737304180860519409e-01,5.130437016487121582e-02
4.620000000000000107e+00,5.689600706100463867e-01,1.740173697471618652e-01,5.203111097216606140e-02
4.629999999999999893e+00,5.699538588523864746e-01,1.742457449436187744e-01,5.119933560490608215e-02
4.639999999999999680e+00,5.757471323013305664e-01,1.747111231088638306e-01,5.202541500329971313e-02
4.650000000000000355e+00,5.772323012351989746e-01,1.751196086406707764e-01,5.131710320711135864e-02
4.660000000000000142e+00,5.824588537216186523e-01,1.759416162967681885e-01,5.213560536503791809e-02
4.669999999999999929e+00,5.840398669242858887e-01,1.765450537204742432e-01,5.141764506697654724e-02
4.679999999999999716e+00,5.886272788047790527e-01,1.772929430007934570e-01,5.230749770998954773e-02
4.690000000000000391e+00,5.901826620101928711e-01,1.778644323348999023e-01,5.166007205843925476e-02
4.700000000000000178e+00,5.946143269538879395e-01,1.784684062004089355e-01,5.256386473774909973e-02
4.709999999999999964e+00,5.968972444534301758e-01,1.791111230850219727e-01,5.193836614489555359e-02
4.719999999999999751e+00,6.010513305664062500e-01,1.796692311763763428e-01,5.284300073981285095e-02
4.730000000000000426e+00,6.035954952239990234e-01,1.803679466247558594e-01,5.222550779581069946e-02
4.740000000000000213e+00,6.073180437088012695e-01,1.808826029300689697e-01,5.315321311354637146e-02
4.750000000000000000e+00,6.097044944763183594e-01,1.816440969705581665e-01,5.253143236041069031e-02
4.759999999999999787e+00,6.123537421226501465e-01,1.819459199905395508e-01,5.346267297863960266e-02
4.770000000000000462e+00,6.143185496330261230e-01,1.825491487979888916e-01,5.285821482539176941e-02
4.780000000000000249e+00,6.162723302841186523e-01,1.827019304037094116e-01,5.377186462283134460e-02
4.790000000000000036e+00,6.176406145095825195e-01,1.831885576248168945e-01,5.317206308245658875e-02
4.799999999999999822e+00,6.190116405487060547e-01,1.831969171762466431e-01,5.408702418208122253e-02
4.810000000000000497e+00,6.198019981384277344e-01,1.835705637931823730e-01,5.347698926925659180e-02
4.820000000000000284e+00,6.205615401268005371e-01,1.834707856178283691e-01,5.438537150621414185e-02
4.830000000000000071e+00,6.207296848297119141e-01,1.837154477834701538e-01,5.377366766333580017e-02
4.839999999999999858e+00,6.209453344345092773e-01,1.835387349128723145e-01,5.468087270855903625e-02
4.850000000000000533e+00,6.205230951309204102e-01,1.836603283882141113e-01,5.407505109906196594e-02
4.860000000000000320e+00,6.201853156089782715e-01,1.833679229021072388e-01,5.498320981860160828e-02
4.870000000000000107e+00,6.191923618316650391e-01,1.833594590425491333e-01,5.439902096986770630e-02
4.879999999999999893e+00,6.183370351791381836e-01,1.829414963722229004e-01,5.531623587012290955e-02
4.889999999999999680e+00,6.167083978652954102e-01,1.827825903892517090e-01,5.474596098065376282e-02
4.900000000000000355e+00,6.158328056335449219e-01,1.823642849922180176e-01,5.565594509243965149e-02
4.910000000000000142e+00,6.135490536689758301e-01,1.820480823516845703e-01,5.510304123163223267e-02
4.919999999999999929e+00,6.125983595848083496e-01,1.815904229879379272e-01,5.599346384406089783e-02
4.929999999999999716e+00,6.098007559776306152e-01,1.811578124761581421e-01,5.547808483242988586e-02
4.940000000000000391e+00,6.085056066513061523e-01,1.805630475282669067e-01,5.637313053011894226e-02
4.950000000000000178e+00,6.052094697952270508e-01,1.800025999546051025e-01,5.589693784713745117e-02
4.959999999999999964e+00,6.036776304244995117e-01,1.793347597122192383e-01,5.680242180824279785e-02
4.969999999999999751e+00,5.998430252075195312e-01,1.786457151174545288e-01,5.634557083249092102e-02
4.980000000000000426e+00,5.984555482864379883e-01,1.779648810625076294e-01,5.724407359957695007e-02
4.990000000000000213e+00,5.942047834396362305e-01,1.771426796913146973e-01,5.680800229310989380e-02
5.000000000000000000e+00,5.941290259361267090e-01,1.767799556255340576e-01,5.762277916073799133e-02
5.009999999999999787e+00,5.902896523475646973e-01,1.758678406476974487e-01,5.720633268356323242e-02
5.020000000000000462e+00,5.923635959625244141e-01,1.759999990463256836e-01,5.800018459558486938e-02
5.030000000000000249e+00,5.891330838203430176e-01,1.752483695745468140e-01,5.761490017175674438e-02
5.040000000000000036e+00,5.924172997474670410e-01,1.757379323244094849e-01,5.832889676094055176e-02
5.049999999999999822e+00,5.894276499748229980e-01,1.749463230371475220e-01,5.794698745012283325e-02
5.060000000000000497e+00,5.944797992706298828e-01,1.756867468357086182e-01,5.857979133725166321e-02
5.070000000000000284e+00,5.916716456413269043e-01,1.749365925788879395e-01,5.824896320700645447e-02
5.080000000000000071e+00,5.974701642990112305e-01,1.760073453187942505e-01,5.884716659784317017e-02
5.089999999999999858e+00,5.952944159507751465e-01,1.754798442125320435e-01,5.846495553851127625e-02
5.100000000000000533e+00,6.007611751556396484e-01,1.768211275339126587e-01,5.903067067265510559e-02
5.110000000000000320e+00,5.982001423835754395e-01,1.764484047889709473e-01,5.868197232484817505e-02
5.120000000000000107e+00,6.040370464324951172e-01,1.780623644590377808e-01,5.926352739334106445e-02
5.129999999999999893e+00,6.020908355712890625e-01,1.778118014335632324e-01,5.891453102231025696e-02
5.139999999999999680e+00,6.073356866836547852e-01,1.792531609535217285e-01,5.947058275341987610e-02
5.150000000000000355e+00,6.054734587669372559e-01,1.789445132017135620e-01,5.914448574185371399e-02
5.160000000000000142e+00,6.102965474128723145e-01,1.802794486284255981e-01,5.967611074447631836e-02
5.169999999999999929e+00,6.083804965019226074e-01,1.799789816141128540e-01,5.933589860796928406e-02
5.179999999999999716e+00,6.126120090484619141e-01,1.812073290348052979e-01,5.982939153909683228e-02
5.190000000000000391e+00,6.106394529342651367e-01,1.809328198432922363e-01,5.945707485079765320e-02
5.200000000000000178e+00,6.145389676094055176e-01,1.820392012596130371e-01,5.992667004466056824e-02
5.209999999999999964e+00,6.125123500823974609e-01,1.817318201065063477e-01,5.954341217875480652e-02
5.219999999999999751e+00,6.161053776741027832e-01,1.827233731746673584e-01,5.998755246400833130e-02
5.230000000000000426e+00,6.138614416122436523e-01,1.823584437370300293e-01,5.962031707167625427e-02
5.240000000000000213e+00,6.171438694000244141e-01,1.832471787929534912e-01,6.004146486520767212e-02
5.250000000000000000e+00,6.147227287292480469e-01,1.828240007162094116e-01,5.966727808117866516e-02
5.259999999999999787e+00,6.177836656570434570e-01,1.836336851119995117e-01,6.007264927029609680e-02
5.270000000000000462e+00,6.154943108558654785e-01,1.832260489463806152e-01,5.965634062886238098e-02
5.280000000000000249e+00,6.184872984886169434e-01,1.839712560176849365e-01,6.005021557211875916e-02
5.290000000000000036e+00,6.158522367477416992e-01,1.835372745990753174e-01,5.959017202258110046e-02
5.299999999999999822e+00,6.187141537666320801e-01,1.841906011104583740e-01,5.998805165290832520e-02
5.310000000000000497e+00,6.159044504165649414e-01,1.837535500526428223e-01,5.948853120207786560e-02
5.320000000000000284e+00,6.187236905097961426e-01,1.843615174293518066e-01,5.988171696662902832e-02
5.330000000000000071e+00,6.157869696617126465e-01,1.839210987091064453e-01,5.934575945138931274e-02
5.339999999999999858e+00,6.184683442115783691e-01,1.844709366559982300e-01,5.974227935075759888e-02
5.350000000000000533e+00,6.153734922409057617e-01,1.840082406997680664e-01,5.918325111269950867e-02
5.360000000000000320e+00,6.179088950157165527e-01,1.845301538705825806e-01,5.959808826446533203e-02
5.370000000000000107e+00,6.146289706230163574e-01,1.840323060750961304e-01,5.902535468339920044e-02
5.379999999999999893e+00,6.171575188636779785e-01,1.845222413539886475e-01,5.943842604756355286e-02
5.389999999999999680e+00,6.137406229972839355e-01,1.839592009782791138e-01,5.886501818895339966e-02
5.400000000000000355e+00,6.163271069526672363e-01,1.844504624605178833e-01,5.926246568560600281e-02
5.410000000000000142e+00,6.127786040306091309e-01,1.838526278734207153e-01,5.867031216621398926e-02
5.419999999999999929e+00,6.154624223709106445e-01,1.843212246894836426e-01,5.907886102795600891e-02
5.429999999999999716e+00,6.116873025894165039e-01,1.837213486433029175e-01,5.844756588339805603e-02
5.440000000000000391e+00,6.145135164260864258e-01,1.841451376676559448e-01,5.887278914451599121e-02
5.450000000000000178e+00,6.105153560638427734e-01,1.835395991802215576e-01,5.820380523800849915e-02
5.459999999999999964e+00,6.134052872657775879e-01,1.839309930801391602e-01,5.863890051841735840e-02
5.469999999999999751e+00,6.092736721038818359e-01,1.832939684391021729e-01,5.794209241867065430e-02
5.480000000000000426e+00,6.122142076492309570e-01,1.836543083190917969e-01,5.839082226157188416e-02
5.490000000000000213e+00,6.079427599906921387e-01,1.829815953969955444e-01,5.766616016626358032e-02
5.500000000000000000e+00,6.109732985496520996e-01,1.833429187536239624e-01,5.810218676924705505e-02
5.509999999999999787e+00,6.065052747726440430e-01,1.826228052377700806e-01,5.737996846437454224e-02
5.520000000000000462e+00,6.096352338790893555e-01,1.829705387353897095e-01,5.780594423413276672e-02
5.530000000000000249e+00,6.049861907958984375e-01,1.822027713060379028e-01,5.707441642880439758e-02
5.540000000000000036e+00,6.081516742706298828e-01,1.825308799743652344e-01,5.750222876667976379e-02
5.549999999999999822e+00,6.033770442008972168e-01,1.817124933004379272e-01,5.674242600798606873e-02
5.560000000000000497e+00,6.065623760223388672e-01,1.820194870233535767e-01,5.718586966395378113e-02
5.570000000000000284e+00,6.017763018608093262e-01,1.811401546001434326e-01,5.636883527040481567e-02
5.580000000000000071e+00,6.049920320510864258e-01,1.814269423484802246e-01,5.682591348886489868e-02
5.589999999999999858e+00,6.001215577125549316e-01,1.805023849010467529e-01,5.598261952400207520e-02
5.600000000000000533e+00,6.034368872642517090e-01,1.808229088783264160e-01,5.644008517265319824e-02
5.610000000000000320e+00,5.982990264892578125e-01,1.798505634069442749e-01,5.558079108595848083e-02
5.620000000000000107e+00,6.016687750816345215e-01,1.801811456680297852e-01,5.604165419936180115e-02
5.629999999999999893e+00,5.961250066757202148e-01,1.791255623102188110e-01,5.517399311065673828e-02
5.639999999999999680e+00,5.995723605155944824e-01,1.794414222240447998e-01,5.565580353140830994e-02
5.650000000000000355e+00,5.937716364860534668e-01,1.783264875411987305e-01,5.480718240141868591e-02
5.660000000000000142e+00,5.973592996597290039e-01,1.785992383956909180e-01,5.531501397490501404e-02
5.669999999999999929e+00,5.919589996337890625e-01,1.774736940860748291e-01,5.446828529238700867e-02
5.679999999999999716e+00,5.951964259147644043e-01,1.777096539735794067e-01,5.498070269823074341e-02
5.690000000000000391e+00,5.904105901718139648e-01,1.766610890626907349e-01,5.412810668349266052e-02
5.700000000000000178e+00,5.934236049652099609e-01,1.768341809511184692e-01,5.466915294528007507e-02
5.709999999999999964e+00,5.887249112129211426e-01,1.758612543344497681e-01,5.382957682013511658e-02
5.719999999999999751e+00,5.916236042976379395e-01,1.759538501501083374e-01,5.439856648445129395e-02
5.730000000000000426e+00,5.870857834815979004e-01,1.750523149967193604e-01,5.353987962007522583e-02
5.740000000000000213e+00,5.899683833122253418e-01,1.751348972320556641e-01,5.413210019469261169e-02
5.750000000000000000e+00,5.856734514236450195e-01,1.742281913757324219e-01,5.325082689523696899e-02
5.759999999999999787e+00,5.884721875190734863e-01,1.742346584796905518e-01,5.383527278900146484e-02
5.770000000000000462e+00,5.843886137008666992e-01,1.734066754579544067e-01,5.296530202031135559e-02
5.780000000000000249e+00,5.874402523040771484e-01,1.733776032924652100e-01,5.357898399233818054e-02
5.790000000000000036e+00,5.839178562164306641e-01,1.728369444608688354e-01,5.261548236012458801e-02
5.799999999999999822e+00,5.874506235122680664e-01,1.728322058916091919e-01,5.325251445174217224e-02
5.810000000000000497e+00,5.848322510719299316e-01,1.724374741315841675e-01,5.226591229438781738e-02
