time,x,y,z,velocity,ref_x,ref_y,ref_z
18.090850353240967,57.32791519165039,31.51262855529785,16.854034423828125,3.929384813591572,53.37483712009271,31.72685874959643,16.760447682499944
18.100486278533936,57.28977966308594,31.526702880859375,16.853837966918945,3.9691135959457204,53.224600076675415,31.686599731445312,16.77709996700287
18.109915256500244,57.25171661376953,31.541078567504883,16.853164672851562,4.003387066439949,53.224600076675415,31.686599731445312,16.77709996700287
18.119908809661865,57.21257400512695,31.55646514892578,16.852293014526367,4.04637548298191,53.224600076675415,31.686599731445312,16.77709996700287
18.129884481430054,57.17504119873047,31.571630477905273,16.851511001586914,4.077094572467809,53.224600076675415,31.686599731445312,16.77709996700287
18.139842987060547,57.1349983215332,31.58820152282715,16.850770950317383,4.132728205162632,53.224600076675415,31.686599731445312,16.77709996700287
18.152169942855835,57.09635925292969,31.60451889038086,16.849964141845703,4.167432470930279,53.060800075531006,31.64560031890869,16.795300006866455
18.15982699394226,57.0573616027832,31.621517181396484,16.848957061767578,4.209830157154191,53.060800075531006,31.64560031890869,16.795300006866455
18.17026948928833,57.017417907714844,31.639368057250977,16.848018646240234,4.2549862392513775,53.060800075531006,31.64560031890869,16.795300006866455
18.18013858795166,56.97751235961914,31.65744400024414,16.847158432006836,4.298365019122773,53.060800075531006,31.64560031890869,16.795300006866455
18.189948558807373,56.93793869018555,31.675779342651367,16.84614372253418,4.3484971989228685,53.060800075531006,31.64560031890869,16.795300006866455
18.199881315231323,56.89765548706055,31.694921493530273,16.845035552978516,4.382669875743011,52.89933921351938,31.608051215485826,16.813382751732775
18.20986819267273,56.85620880126953,31.7149715423584,16.84387969970703,4.434833791384198,52.89739990234375,31.607600212097168,16.813599944114685
18.219704389572144,56.81483840942383,31.735158920288086,16.842899322509766,4.487351700312953,52.89739990234375,31.607600212097168,16.813599944114685
18.229817867279053,56.773250579833984,31.755781173706055,16.841684341430664,4.526246713463006,52.89739990234375,31.607600212097168,16.813599944114685
18.239760875701904,56.73146438598633,31.77700424194336,16.840312957763672,4.5808408818780215,52.89739990234375,31.607600212097168,16.813599944114685
18.254042625427246,56.68941879272461,31.79869270324707,16.838958740234375,4.623364867413946,52.73449993133545,31.57260036468506,16.832000017166138
18.259751081466675,56.64757537841797,31.820520401000977,16.837692260742188,4.677595095463691,52.73449993133545,31.57260036468506,16.832000017166138
18.269793033599854,56.6043815612793,31.84328269958496,16.83623504638672,4.732401518403412,52.73449993133545,31.57260036468506,16.832000017166138
18.281888723373413,56.56149673461914,31.866317749023438,16.834617614746094,4.767099132592015,52.73449993133545,31.57260036468506,16.832000017166138
18.289992570877075,56.51829528808594,31.8898983001709,16.832998275756836,4.8266473145998665,52.73449993133545,31.57260036468506,16.832000017166138
18.29970955848694,56.47490692138672,31.913732528686523,16.831436157226562,4.867564805074003,52.57681669447017,31.541529251572687,16.849865559964883
18.31002950668335,56.43019104003906,31.93860626220703,16.829442977905273,4.924048553983871,52.572099924087524,31.540599822998047,16.8503999710083
18.319742441177368,56.43019104003906,31.93860626220703,16.829442977905273,4.924048553983871,52.572099924087524,31.540599822998047,16.8503999710083
18.3324556350708,56.38672637939453,31.96318817138672,16.8272647857666,4.97494593923429,52.572099924087524,31.540599822998047,16.8503999710083
18.339823722839355,56.297508239746094,32.01448440551758,16.823057174682617,5.0778598921414,52.572099924087524,31.540599822998047,16.8503999710083
18.356077432632446,56.251625061035156,32.041011810302734,16.82099723815918,5.127400336293202,52.41039991378784,31.511500358581543,16.86870002746582
18.36151432991028,56.206878662109375,32.06727981567383,16.81873893737793,5.173357405483492,52.41039991378784,31.511500358581543,16.86870002746582
18.3698513507843,56.16124725341797,32.09437942504883,16.816417694091797,5.235119340485726,52.41039991378784,31.511500358581543,16.86870002746582
18.382824897766113,56.11509704589844,32.1220703125,16.814199447631836,5.27865694897383,52.41039991378784,31.511500358581543,16.86870002746582
18.390467643737793,56.11509704589844,32.1220703125,16.814199447631836,5.27865694897383,52.40286150570774,31.51028448379293,16.869555812571434
18.39988875389099,56.021724700927734,32.17822265625,16.80986785888672,5.399612771747799,52.25099339080973,31.4857895758314,16.886796385032657
18.409790754318237,55.974971771240234,32.206642150878906,16.80754280090332,5.442701793618981,52.249200105667114,31.48550033569336,16.88699996471405
18.421135425567627,55.974971771240234,32.206642150878906,16.80754280090332,5.442701793618981,52.249200105667114,31.48550033569336,16.88699996471405
18.429866075515747,55.879154205322266,32.265647888183594,16.802997589111328,5.5572684775376615,52.249200105667114,31.48550033569336,16.88699996471405
18.44132161140442,55.83116912841797,32.29520034790039,16.800743103027344,5.603620762873177,52.228001438624474,31.48244742665884,16.889418521045624
18.450403690338135,55.78336715698242,32.324649810791016,16.79848289489746,5.67121645752067,52.08879995346069,31.462400436401367,16.90530002117157
18.460038900375366,55.73469543457031,32.35465621948242,16.796184539794922,5.725980074581698,52.08879995346069,31.462400436401367,16.90530002117157
18.47052311897278,55.73469543457031,32.35465621948242,16.796184539794922,5.725980074581698,52.08879995346069,31.462400436401367,16.90530002117157
18.48032569885254,55.636470794677734,32.41606903076172,16.7913875579834,5.835758717060106,52.08879995346069,31.462400436401367,16.90530002117157
18.493042469024658,55.586753845214844,32.4473762512207,16.789199829101562,5.88169649414523,52.04024217817708,31.456223961055,16.910867720394666
18.500618934631348,55.53661346435547,32.4788818359375,16.78711700439453,5.935290968786861,51.92920005321503,31.442099571228027,16.9235999584198
18.50991940498352,55.485958099365234,32.51063919067383,16.785112380981445,5.995322577501078,51.92920005321503,31.442099571228027,16.9235999584198
18.520300149917603,55.43483352661133,32.542755126953125,16.783058166503906,6.0505600447085826,51.92920005321503,31.442099571228027,16.9235999584198
18.530174255371094,55.384010314941406,32.574851989746094,16.781049728393555,6.094278183303765,51.92920005321503,31.442099571228027,16.9235999584198
18.539942502975464,55.33076858520508,32.60882568359375,16.77899742126465,6.1540289272286985,51.92920005321503,31.442099571228027,16.9235999584198
18.54994249343872,55.279415130615234,32.64155960083008,16.777151107788086,6.203943085618637,51.77131325152938,31.424899403478776,16.941595894679722
18.55967879295349,55.225589752197266,32.67594528198242,16.775453567504883,6.248860008016406,51.770400047302246,31.424799919128418,16.941699981689453
18.570729970932007,55.17376708984375,32.708885192871094,16.77389907836914,6.312622293861832,51.770400047302246,31.424799919128418,16.941699981689453
18.579994678497314,55.119049072265625,32.74348831176758,16.77239227294922,6.361858319117116,51.770400047302246,31.424799919128418,16.941699981689453
18.590279579162598,55.06607437133789,32.777042388916016,16.770938873291016,6.409416935127269,51.765982696746505,31.424394538727938,16.942203224368768
18.599833250045776,55.0106315612793,32.812164306640625,16.76943588256836,6.470771816153417,51.615034704081175,31.41054203665772,16.95939983833625
18.6098051071167,54.956668853759766,32.8465576171875,16.768051147460938,6.517778972294319,51.61240005493164,31.410300254821777,16.959699988365173
18.619774341583252,54.9019775390625,32.88150405883789,16.766756057739258,6.565686261424156,51.61240005493164,31.410300254821777,16.959699988365173
18.62985134124756,54.84589385986328,32.917381286621094,16.76561164855957,6.617831938907214,51.61240005493164,31.410300254821777,16.959699988365173
18.642019987106323,54.84589385986328,32.917381286621094,16.76561164855957,6.617831938907214,51.58066604103976,31.407936742610218,16.963315763282026
18.649964809417725,54.73456954956055,32.988468170166016,16.76348114013672,6.713841190590981,51.455852817821985,31.39864079983272,16.977536987339594
18.659841537475586,54.67952346801758,33.02358627319336,16.762470245361328,6.7680526707160995,51.455299973487854,31.39859962463379,16.97759997844696
18.669872522354126,54.622615814208984,33.05971908569336,16.761491775512695,6.824004519187651,51.455299973487854,31.39859962463379,16.97759997844696
18.680055618286133,54.56591033935547,33.095703125,16.760684967041016,6.862425625244127,51.455299973487854,31.39859962463379,16.97759997844696
18.692728996276855,54.50885772705078,33.13196563720703,16.7600040435791,6.921605101477066,51.41270036466496,31.396170902895392,16.98245758458461
18.701910495758057,54.451202392578125,33.16857147216797,16.7593936920166,6.976078865330897,51.2992000579834,31.389699935913086,16.995399951934814
18.71003484725952,54.393680572509766,33.20518493652344,16.75895118713379,7.014806637200642,51.2992000579834,31.389699935913086,16.995399951934814
18.71986174583435,54.33556365966797,33.24220657348633,16.758663177490234,7.062814229873147,51.2992000579834,31.389699935913086,16.995399951934814
18.72990322113037,54.275978088378906,33.28010940551758,16.758567810058594,7.112005439655496,51.2992000579834,31.389699935913086,16.995399951934814
18.73997187614441,54.21675109863281,33.317771911621094,16.75865936279297,7.148550931796809,51.2992000579834,31.389699935913086,16.995399951934814
18.750115394592285,54.15702438354492,33.35552978515625,16.75893783569336,7.190119960155924,51.14419996738434,31.38350009918213,17.013000011444092
18.75991702079773,54.09696578979492,33.393409729003906,16.75938606262207,7.2372732614825965,51.14419996738434,31.38350009918213,17.013000011444092
18.769874811172485,54.035308837890625,33.432044982910156,16.75994873046875,7.276962812311758,51.14419996738434,31.38350009918213,17.013000011444092
18.781341791152954,53.97615051269531,33.469017028808594,16.760557174682617,7.3124625209331,51.14419996738434,31.38350009918213,17.013000011444092
18.789912700653076,53.913082122802734,33.50837707519531,16.761323928833008,7.365687511142683,51.14419996738434,31.38350009918213,17.013000011444092
18.79970097541809,53.85212326049805,33.54633331298828,16.762144088745117,7.395573794704184,50.99478559073385,31.380007631091758,17.029879734205906
18.8098201751709,53.78908157348633,33.58568572998047,16.763139724731445,7.438237242370233,50.990180015563965,31.379899978637695,17.030400037765503
18.81982183456421,53.72744369506836,33.624332427978516,16.763992309570312,7.48109608458024,50.990180015563965,31.379899978637695,17.030400037765503
18.829692125320435,53.66455078125,33.663658142089844,16.765045166015625,7.503600411648678,50.990180015563965,31.379899978637695,17.030400037765503
18.839699029922485,53.60216522216797,33.7026252746582,16.766267776489258,7.54370850595038,50.990180015563965,31.379899978637695,17.030400037765503
18.85073184967041,53.538230895996094,33.74219512939453,16.76770782470703,7.57222358218024,50.83730000257492,31.37909984588623,17.047600030899048
18.859764099121094,53.47373580932617,33.782005310058594,16.769309997558594,7.603615768738689,50.83730000257492,31.37909984588623,17.047600030899048
18.869951486587524,53.410011291503906,33.821014404296875,16.77097511291504,7.642720572692227,50.83730000257492,31.37909984588623,17.047600030899048
