time,px,py,pz,vx,vy,vz,qw,qx,qy,qz,wx,wy,wz,M1,M2,M3,M4,px_ref,py_ref,pz_ref,vx_ref,vy_ref,vz_ref
1.57,1.3016986846923828,1.4560314416885376,1.5368740558624268,2.4828596115112305,4.2148590087890625,0.5424490571022034,0.9209227561950684,0.014194026589393616,-0.36299094557762146,0.14119964838027954,0.6384454369544983,-2.4386463165283203,-0.6107815504074097,10192.0146484375,10203.2685546875,10210.1923828125,9564.7734375,1.2974425554275513,1.4972405433654785,1.5,2.0073516368865967,3.4662232398986816,0.0
1.58,1.325640082359314,1.4980082511901855,1.5423001050949097,2.3941445350646973,4.1976847648620605,0.5426098704338074,0.9168055653572083,0.019962364807724953,-0.3736944794654846,0.1393612027168274,0.6011235117912292,-2.4075682163238525,-0.6179377436637878,10187.5732421875,10238.681640625,10376.2587890625,9744.9443359375,1.3170523643493652,1.5317686796188354,1.5,1.91438627243042,3.439298391342163,0.0
1.59,1.348655104637146,1.5397932529449463,1.5477265119552612,2.3014984130859375,4.178496837615967,0.5426443219184875,0.9126031398773193,0.02554805390536785,-0.38421890139579773,0.13740020990371704,0.5704692006111145,-2.355480432510376,-0.6219069957733154,10194.4033203125,10289.7685546875,10560.2529296875,9938.3876953125,1.3357256650924683,1.5660245418548584,1.5,1.8200597763061523,3.411761999130249,0.0
1.6,1.370702862739563,1.5813661813735962,1.5531519651412964,2.2047765254974365,4.157290935516357,0.5425463318824768,0.9083612561225891,0.030961647629737854,-0.39446473121643066,0.13534687459468842,0.5491999983787537,-2.282602071762085,-0.6226930022239685,10206.5439453125,10348.7470703125,10749.716796875,10132.9375,1.3534492254257202,1.6000019311904907,1.5,1.7244389057159424,3.3836190700531006,0.0
1.61,1.3917421102523804,1.6227070093154907,1.5585744380950928,2.1039304733276367,4.134078025817871,0.5422490835189819,0.9041289687156677,0.03622620925307274,-0.40433400869369507,0.13323873281478882,0.539516270160675,-2.1898491382598877,-0.6204204559326172,10223.6201171875,10413.333984375,10937.2783203125,10321.6728515625,1.3702104091644287,1.6336948871612549,1.5,1.6275919675827026,3.354874610900879,0.0
1.62,1.4117321968078613,1.663795828819275,1.563990831375122,1.999006748199463,4.108882427215576,0.5416439175605774,0.8999558687210083,0.04137548804283142,-0.41373342275619507,0.13111913204193115,0.5429485440254211,-2.0788450241088867,-0.615367591381073,10246.58984375,10482.3837890625,11115.6171875,10497.8828125,1.3859972953796387,1.6670974493026733,1.5,1.5295876264572144,3.325533866882324,0.0
1.6300000000000001,1.430634617805481,1.704613447189331,1.569395899772644,1.890242099761963,4.081763744354248,0.5405095815658569,0.8958905935287476,0.04645160585641861,-0.4225780963897705,0.12903515994548798,0.5601581335067749,-1.9519857168197632,-0.6082093715667725,10277.9521484375,10555.916015625,11267.2978515625,10645.6533203125,1.4007985591888428,1.7002036571502686,1.5,1.4304957389831543,3.2956018447875977,0.0
1.6400000000000001,1.4484140872955322,1.7451412677764893,1.5747822523117065,1.7779461145401,4.052786827087402,0.5386353135108948,0.8919785022735596,0.05150236934423447,-0.4307950735092163,0.1270337700843811,0.5911250710487366,-1.8121882677078247,-0.5996391177177429,10316.958984375,10631.5341796875,11390.986328125,10763.939453125,1.4146037101745605,1.733007550239563,1.5,1.3303866386413574,3.2650840282440186,0.0
1.6500000000000001,1.4650391340255737,1.785361409187317,1.580140471458435,1.662499189376831,4.022019386291504,0.5358237028121948,0.8882594108581543,0.05657855048775673,-0.4383254647254944,0.12515980005264282,0.6350863575935364,-1.6627763509750366,-0.590334951877594,10362.072265625,10706.2373046875,11485.931640625,10852.384765625,1.4274030923843384,1.7655034065246582,1.5,1.2293314933776855,3.233985662460327,0.0
1.6600000000000001,1.4804822206497192,1.825256586074829,1.5854597091674805,1.5443142652511597,3.989520311355591,0.5319184064865112,0.8847661018371582,0.061730798333883286,-0.44512632489204407,0.1234540045261383,0.6906723976135254,-1.5072542428970337,-0.5809407830238342,10412.7470703125,10778.578125,11553.244140625,10912.4296875,1.4391875267028809,1.7976852655410767,1.5,1.1274021863937378,3.202312469482422,0.0
1.67,1.4947221279144287,1.8648104667663574,1.5907264947891235,1.423985242843628,3.9553823471069336,0.5266801714897156,0.8815228939056396,0.06700697541236877,-0.4511711001396179,0.12195127457380295,0.7563799619674683,-1.3497248888015747,-0.5716980695724487,10452.529296875,10831.76171875,11595.89453125,10946.04296875,1.4499484300613403,1.829547643661499,1.5,1.0246713161468506,3.170069694519043,0.0
1.68,1.5077428817749023,1.9040071964263916,1.5959259271621704,1.3020782470703125,3.9196786880493164,0.5199463367462158,0.8785434365272522,0.07245101779699326,-0.4564519226551056,0.12068143486976624,0.8299580216407776,-1.1945630311965942,-0.5628316402435303,10484.1337890625,10867.1708984375,11616.5751953125,10956.0947265625,1.4596785306930542,1.8610848188400269,1.5,0.9212117791175842,3.137263774871826,0.0
